influencer_follower_demo_id,influencer_id,collected_date,influencer_follower_gender,influencer_follower_age_group,engagement_type,engaged_follower_count,engaged_follower_ratio
inffol-1291,inf-0065,2026-06-01,여성,50대,like,25,1.42
inffol-1292,inf-0065,2026-06-01,여성,60대+,like,14,0.8
inffol-1293,inf-0065,2026-06-01,남성,10대,comment,47,2.67
inffol-1294,inf-0065,2026-06-01,남성,20대,comment,113,6.43
inffol-1295,inf-0065,2026-06-01,남성,30대,comment,102,5.8
inffol-1296,inf-0065,2026-06-01,남성,40대,comment,35,1.99
inffol-1297,inf-0065,2026-06-01,남성,50대,comment,14,0.8
inffol-1298,inf-0065,2026-06-01,남성,60대+,comment,2,0.11
inffol-1299,inf-0065,2026-06-01,여성,10대,comment,90,5.12
inffol-1300,inf-0065,2026-06-01,여성,20대,comment,132,7.51
inffol-1301,inf-0065,2026-06-01,여성,30대,comment,201,11.43
inffol-1302,inf-0065,2026-06-01,여성,40대,comment,37,2.1
inffol-1303,inf-0065,2026-06-01,여성,50대,comment,34,1.93
inffol-1304,inf-0065,2026-06-01,여성,60대+,comment,5,0.28
inffol-1305,inf-0066,2026-06-01,남성,10대,like,1,2.5
inffol-1306,inf-0066,2026-06-01,남성,20대,like,1,2.5
inffol-1307,inf-0066,2026-06-01,남성,30대,like,1,2.5
inffol-1308,inf-0066,2026-06-01,남성,40대,like,3,7.5
inffol-1309,inf-0066,2026-06-01,남성,60대+,like,2,5.0
inffol-1310,inf-0066,2026-06-01,여성,10대,like,5,12.5
inffol-1311,inf-0066,2026-06-01,여성,20대,like,3,7.5
inffol-1312,inf-0066,2026-06-01,여성,30대,like,4,10.0
inffol-1313,inf-0066,2026-06-01,여성,40대,like,5,12.5
inffol-1314,inf-0066,2026-06-01,남성,20대,comment,3,7.5
inffol-1315,inf-0066,2026-06-01,남성,40대,comment,1,2.5
inffol-1316,inf-0066,2026-06-01,남성,60대+,comment,2,5.0
inffol-1317,inf-0066,2026-06-01,여성,10대,comment,3,7.5
inffol-1318,inf-0066,2026-06-01,여성,20대,comment,1,2.5
inffol-1319,inf-0066,2026-06-01,여성,30대,comment,1,2.5
inffol-1320,inf-0066,2026-06-01,여성,40대,comment,3,7.5
inffol-1321,inf-0066,2026-06-01,여성,60대+,comment,1,2.5
inffol-1322,inf-0067,2026-06-01,남성,10대,like,1,1.82
inffol-1323,inf-0067,2026-06-01,남성,20대,like,1,1.82
inffol-1324,inf-0067,2026-06-01,남성,40대,like,1,1.82
inffol-1325,inf-0067,2026-06-01,여성,10대,like,2,3.64
inffol-1326,inf-0067,2026-06-01,여성,20대,like,8,14.55
inffol-1327,inf-0067,2026-06-01,여성,30대,like,12,21.82
inffol-1328,inf-0067,2026-06-01,여성,40대,like,3,5.45
inffol-1329,inf-0067,2026-06-01,여성,50대,like,4,7.27
inffol-1330,inf-0067,2026-06-01,남성,30대,comment,2,3.64
inffol-1331,inf-0067,2026-06-01,여성,10대,comment,2,3.64
inffol-1332,inf-0067,2026-06-01,여성,20대,comment,8,14.55
inffol-1333,inf-0067,2026-06-01,여성,30대,comment,11,20.0
inffol-1334,inf-0068,2026-06-01,남성,10대,like,3,6.0
inffol-1335,inf-0068,2026-06-01,남성,20대,like,13,26.0
inffol-1336,inf-0068,2026-06-01,남성,30대,like,5,10.0
inffol-1337,inf-0068,2026-06-01,남성,50대,like,2,4.0
inffol-1338,inf-0068,2026-06-01,여성,20대,like,6,12.0
inffol-1339,inf-0068,2026-06-01,여성,30대,like,1,2.0
inffol-1340,inf-0068,2026-06-01,남성,10대,comment,1,2.0
inffol-1341,inf-0068,2026-06-01,남성,20대,comment,8,16.0
inffol-1342,inf-0068,2026-06-01,남성,30대,comment,3,6.0
inffol-1343,inf-0068,2026-06-01,남성,50대,comment,1,2.0
inffol-1344,inf-0068,2026-06-01,여성,20대,comment,5,10.0
inffol-1345,inf-0068,2026-06-01,여성,30대,comment,2,4.0
inffol-1346,inf-0069,2026-06-01,남성,10대,like,2,0.15
inffol-1347,inf-0069,2026-06-01,남성,20대,like,269,19.66
inffol-1348,inf-0069,2026-06-01,남성,30대,like,67,4.9
inffol-1349,inf-0069,2026-06-01,남성,40대,like,55,4.02
inffol-1350,inf-0069,2026-06-01,남성,50대,like,43,3.14
inffol-1351,inf-0069,2026-06-01,남성,60대+,like,11,0.8
inffol-1352,inf-0069,2026-06-01,여성,10대,like,2,0.15
inffol-1353,inf-0069,2026-06-01,여성,20대,like,256,18.71
inffol-1354,inf-0069,2026-06-01,여성,30대,like,89,6.51
inffol-1355,inf-0069,2026-06-01,여성,40대,like,60,4.39
inffol-1356,inf-0069,2026-06-01,여성,50대,like,34,2.49
inffol-1357,inf-0069,2026-06-01,여성,60대+,like,7,0.51
inffol-1358,inf-0069,2026-06-01,남성,20대,comment,164,11.99
inffol-1359,inf-0069,2026-06-01,남성,30대,comment,41,3.0
inffol-1360,inf-0069,2026-06-01,남성,40대,comment,26,1.9
inffol-1361,inf-0069,2026-06-01,남성,50대,comment,20,1.46
inffol-1362,inf-0069,2026-06-01,남성,60대+,comment,7,0.51
inffol-1363,inf-0069,2026-06-01,여성,10대,comment,2,0.15
inffol-1364,inf-0069,2026-06-01,여성,20대,comment,122,8.92
inffol-1365,inf-0069,2026-06-01,여성,30대,comment,39,2.85
inffol-1366,inf-0069,2026-06-01,여성,40대,comment,29,2.12
inffol-1367,inf-0069,2026-06-01,여성,50대,comment,19,1.39
inffol-1368,inf-0069,2026-06-01,여성,60대+,comment,4,0.29
inffol-1369,inf-0070,2026-06-01,남성,10대,like,2,2.53
inffol-1370,inf-0070,2026-06-01,남성,20대,like,22,27.85
inffol-1371,inf-0070,2026-06-01,남성,30대,like,5,6.33
inffol-1372,inf-0070,2026-06-01,남성,40대,like,10,12.66
inffol-1373,inf-0070,2026-06-01,여성,10대,like,4,5.06
inffol-1374,inf-0070,2026-06-01,여성,20대,like,11,13.92
inffol-1375,inf-0070,2026-06-01,여성,30대,like,3,3.8
inffol-1376,inf-0070,2026-06-01,여성,40대,like,6,7.59
inffol-1377,inf-0070,2026-06-01,여성,50대,like,2,2.53
inffol-1378,inf-0070,2026-06-01,남성,20대,comment,7,8.86
inffol-1379,inf-0070,2026-06-01,남성,30대,comment,1,1.27
inffol-1380,inf-0070,2026-06-01,여성,20대,comment,3,3.8
inffol-1381,inf-0070,2026-06-01,여성,30대,comment,2,2.53
inffol-1382,inf-0070,2026-06-01,여성,40대,comment,1,1.27
inffol-1383,inf-0071,2026-06-01,남성,10대,like,2,0.81
inffol-1384,inf-0071,2026-06-01,남성,20대,like,30,12.1
inffol-1385,inf-0071,2026-06-01,남성,30대,like,19,7.66
inffol-1386,inf-0071,2026-06-01,남성,40대,like,11,4.44
inffol-1387,inf-0071,2026-06-01,남성,50대,like,17,6.85
inffol-1388,inf-0071,2026-06-01,여성,10대,like,1,0.4
inffol-1389,inf-0071,2026-06-01,여성,20대,like,56,22.58
inffol-1390,inf-0071,2026-06-01,여성,30대,like,35,14.11
inffol-1391,inf-0071,2026-06-01,여성,40대,like,37,14.92
inffol-1392,inf-0071,2026-06-01,여성,50대,like,32,12.9
inffol-1393,inf-0071,2026-06-01,남성,30대,comment,4,1.61
inffol-1394,inf-0071,2026-06-01,여성,20대,comment,3,1.21
inffol-1395,inf-0071,2026-06-01,여성,30대,comment,1,0.4
inffol-1396,inf-0072,2026-06-01,남성,10대,like,47,3.26
inffol-1397,inf-0072,2026-06-01,남성,20대,like,146,10.12
inffol-1398,inf-0072,2026-06-01,남성,30대,like,183,12.68
inffol-1399,inf-0072,2026-06-01,남성,40대,like,90,6.24
inffol-1400,inf-0072,2026-06-01,남성,50대,like,48,3.33
inffol-1401,inf-0072,2026-06-01,남성,60대+,like,67,4.64
inffol-1402,inf-0072,2026-06-01,여성,10대,like,33,2.29
inffol-1403,inf-0072,2026-06-01,여성,20대,like,91,6.31
inffol-1404,inf-0072,2026-06-01,여성,30대,like,77,5.34
inffol-1405,inf-0072,2026-06-01,여성,40대,like,64,4.44
inffol-1406,inf-0072,2026-06-01,여성,50대,like,22,1.52
inffol-1407,inf-0072,2026-06-01,여성,60대+,like,24,1.66
inffol-1408,inf-0072,2026-06-01,남성,10대,comment,24,1.66
inffol-1409,inf-0072,2026-06-01,남성,20대,comment,90,6.24
inffol-1410,inf-0072,2026-06-01,남성,30대,comment,113,7.83
inffol-1411,inf-0072,2026-06-01,남성,40대,comment,47,3.26
inffol-1412,inf-0072,2026-06-01,남성,50대,comment,24,1.66
inffol-1413,inf-0072,2026-06-01,남성,60대+,comment,52,3.6
inffol-1414,inf-0072,2026-06-01,여성,10대,comment,16,1.11
inffol-1415,inf-0072,2026-06-01,여성,20대,comment,49,3.4
inffol-1416,inf-0072,2026-06-01,여성,30대,comment,47,3.26
inffol-1417,inf-0072,2026-06-01,여성,40대,comment,44,3.05
inffol-1418,inf-0072,2026-06-01,여성,50대,comment,28,1.94
inffol-1419,inf-0072,2026-06-01,여성,60대+,comment,17,1.18
inffol-1420,inf-0073,2026-06-01,남성,20대,like,3,1.73
inffol-1421,inf-0073,2026-06-01,남성,30대,like,19,10.98
inffol-1422,inf-0073,2026-06-01,남성,40대,like,4,2.31
inffol-1423,inf-0073,2026-06-01,남성,50대,like,16,9.25
inffol-1424,inf-0073,2026-06-01,여성,10대,like,2,1.16
inffol-1425,inf-0073,2026-06-01,여성,20대,like,13,7.51
inffol-1426,inf-0073,2026-06-01,여성,30대,like,16,9.25
inffol-1427,inf-0073,2026-06-01,여성,40대,like,7,4.05
inffol-1428,inf-0073,2026-06-01,여성,50대,like,11,6.36
inffol-1429,inf-0073,2026-06-01,남성,20대,comment,10,5.78
inffol-1430,inf-0073,2026-06-01,남성,30대,comment,14,8.09
inffol-1431,inf-0073,2026-06-01,남성,40대,comment,8,4.62
inffol-1432,inf-0073,2026-06-01,남성,50대,comment,10,5.78
inffol-1433,inf-0073,2026-06-01,여성,20대,comment,6,3.47
inffol-1434,inf-0073,2026-06-01,여성,30대,comment,12,6.94
inffol-1435,inf-0073,2026-06-01,여성,40대,comment,7,4.05
inffol-1436,inf-0073,2026-06-01,여성,50대,comment,15,8.67
inffol-1437,inf-0074,2026-06-01,남성,10대,like,33,2.29
inffol-1438,inf-0074,2026-06-01,남성,20대,like,70,4.85
inffol-1439,inf-0074,2026-06-01,남성,30대,like,65,4.5
inffol-1440,inf-0074,2026-06-01,남성,40대,like,35,2.43
inffol-1441,inf-0074,2026-06-01,남성,50대,like,18,1.25
inffol-1442,inf-0074,2026-06-01,여성,10대,like,83,5.75
inffol-1443,inf-0074,2026-06-01,여성,20대,like,178,12.34
inffol-1444,inf-0074,2026-06-01,여성,30대,like,176,12.2
inffol-1445,inf-0074,2026-06-01,여성,40대,like,82,5.68
inffol-1446,inf-0074,2026-06-01,여성,50대,like,26,1.8
inffol-1447,inf-0074,2026-06-01,남성,10대,comment,31,2.15
inffol-1448,inf-0074,2026-06-01,남성,20대,comment,49,3.4
inffol-1449,inf-0074,2026-06-01,남성,30대,comment,72,4.99
inffol-1450,inf-0074,2026-06-01,남성,40대,comment,26,1.8
inffol-1451,inf-0074,2026-06-01,남성,50대,comment,17,1.18
inffol-1452,inf-0074,2026-06-01,여성,10대,comment,72,4.99
inffol-1453,inf-0074,2026-06-01,여성,20대,comment,174,12.06
inffol-1454,inf-0074,2026-06-01,여성,30대,comment,157,10.88
inffol-1455,inf-0074,2026-06-01,여성,40대,comment,62,4.3
inffol-1456,inf-0074,2026-06-01,여성,50대,comment,17,1.18
inffol-1457,inf-0075,2026-06-01,남성,10대,like,69,9.25
inffol-1458,inf-0075,2026-06-01,남성,20대,like,75,10.05
inffol-1459,inf-0075,2026-06-01,남성,30대,like,94,12.6
inffol-1460,inf-0075,2026-06-01,남성,40대,like,22,2.95
inffol-1461,inf-0075,2026-06-01,남성,50대,like,51,6.84
inffol-1462,inf-0075,2026-06-01,남성,60대+,like,6,0.8
inffol-1463,inf-0075,2026-06-01,여성,10대,like,18,2.41
inffol-1464,inf-0075,2026-06-01,여성,20대,like,21,2.82
inffol-1465,inf-0075,2026-06-01,여성,30대,like,50,6.7
inffol-1466,inf-0075,2026-06-01,여성,40대,like,7,0.94
inffol-1467,inf-0075,2026-06-01,여성,50대,like,25,3.35
inffol-1468,inf-0075,2026-06-01,여성,60대+,like,1,0.13
inffol-1469,inf-0075,2026-06-01,남성,10대,comment,35,4.69
inffol-1470,inf-0075,2026-06-01,남성,20대,comment,43,5.76
inffol-1471,inf-0075,2026-06-01,남성,30대,comment,80,10.72
inffol-1472,inf-0075,2026-06-01,남성,40대,comment,15,2.01
inffol-1473,inf-0075,2026-06-01,남성,50대,comment,42,5.63
inffol-1474,inf-0075,2026-06-01,남성,60대+,comment,7,0.94
inffol-1475,inf-0075,2026-06-01,여성,10대,comment,7,0.94
inffol-1476,inf-0075,2026-06-01,여성,20대,comment,23,3.08
inffol-1477,inf-0075,2026-06-01,여성,30대,comment,37,4.96
inffol-1478,inf-0075,2026-06-01,여성,40대,comment,5,0.67
inffol-1479,inf-0075,2026-06-01,여성,50대,comment,12,1.61
inffol-1480,inf-0075,2026-06-01,여성,60대+,comment,1,0.13
inffol-1481,inf-0076,2026-06-01,남성,10대,like,7,0.93
inffol-1482,inf-0076,2026-06-01,남성,20대,like,55,7.28
inffol-1483,inf-0076,2026-06-01,남성,30대,like,86,11.38
inffol-1484,inf-0076,2026-06-01,남성,40대,like,24,3.17
inffol-1485,inf-0076,2026-06-01,남성,50대,like,14,1.85
inffol-1486,inf-0076,2026-06-01,남성,60대+,like,34,4.5
inffol-1487,inf-0076,2026-06-01,여성,10대,like,10,1.32
inffol-1488,inf-0076,2026-06-01,여성,20대,like,55,7.28
inffol-1489,inf-0076,2026-06-01,여성,30대,like,105,13.89
inffol-1490,inf-0076,2026-06-01,여성,40대,like,25,3.31
inffol-1491,inf-0076,2026-06-01,여성,50대,like,14,1.85
inffol-1492,inf-0076,2026-06-01,여성,60대+,like,39,5.16
inffol-1493,inf-0076,2026-06-01,남성,10대,comment,4,0.53
inffol-1494,inf-0076,2026-06-01,남성,20대,comment,36,4.76
inffol-1495,inf-0076,2026-06-01,남성,30대,comment,56,7.41
inffol-1496,inf-0076,2026-06-01,남성,40대,comment,20,2.65
inffol-1497,inf-0076,2026-06-01,남성,50대,comment,6,0.79
inffol-1498,inf-0076,2026-06-01,남성,60대+,comment,24,3.17
inffol-1499,inf-0076,2026-06-01,여성,10대,comment,5,0.66
inffol-1500,inf-0076,2026-06-01,여성,20대,comment,39,5.16
inffol-1501,inf-0076,2026-06-01,여성,30대,comment,43,5.69
inffol-1502,inf-0076,2026-06-01,여성,40대,comment,25,3.31
inffol-1503,inf-0076,2026-06-01,여성,50대,comment,8,1.06
inffol-1504,inf-0076,2026-06-01,여성,60대+,comment,22,2.91
inffol-1505,inf-0077,2026-06-01,남성,10대,like,9,7.83
inffol-1506,inf-0077,2026-06-01,남성,20대,like,9,7.83
inffol-1507,inf-0077,2026-06-01,남성,30대,like,8,6.96
inffol-1508,inf-0077,2026-06-01,남성,40대,like,7,6.09
inffol-1509,inf-0077,2026-06-01,남성,50대,like,3,2.61
inffol-1510,inf-0077,2026-06-01,여성,10대,like,9,7.83
inffol-1511,inf-0077,2026-06-01,여성,20대,like,9,7.83
inffol-1512,inf-0077,2026-06-01,여성,30대,like,25,21.74
inffol-1513,inf-0077,2026-06-01,여성,40대,like,7,6.09
inffol-1514,inf-0077,2026-06-01,여성,50대,like,12,10.43
inffol-1515,inf-0077,2026-06-01,여성,60대+,like,1,0.87
inffol-1516,inf-0077,2026-06-01,남성,30대,comment,1,0.87
inffol-1517,inf-0077,2026-06-01,남성,40대,comment,2,1.74
inffol-1518,inf-0077,2026-06-01,남성,50대,comment,1,0.87
inffol-1519,inf-0077,2026-06-01,여성,10대,comment,2,1.74
inffol-1520,inf-0077,2026-06-01,여성,20대,comment,2,1.74
inffol-1521,inf-0077,2026-06-01,여성,30대,comment,5,4.35
inffol-1522,inf-0077,2026-06-01,여성,40대,comment,1,0.87
inffol-1523,inf-0077,2026-06-01,여성,50대,comment,2,1.74
inffol-1524,inf-0078,2026-06-01,남성,10대,like,2,0.24
inffol-1525,inf-0078,2026-06-01,남성,20대,like,136,16.11
inffol-1526,inf-0078,2026-06-01,남성,30대,like,213,25.24
inffol-1527,inf-0078,2026-06-01,남성,40대,like,106,12.56
inffol-1528,inf-0078,2026-06-01,남성,50대,like,7,0.83
inffol-1529,inf-0078,2026-06-01,여성,10대,like,2,0.24
inffol-1530,inf-0078,2026-06-01,여성,20대,like,77,9.12
inffol-1531,inf-0078,2026-06-01,여성,30대,like,161,19.08
inffol-1532,inf-0078,2026-06-01,여성,40대,like,47,5.57
inffol-1533,inf-0078,2026-06-01,여성,50대,like,3,0.36
inffol-1534,inf-0078,2026-06-01,남성,20대,comment,11,1.3
inffol-1535,inf-0078,2026-06-01,남성,30대,comment,23,2.73
inffol-1536,inf-0078,2026-06-01,남성,40대,comment,16,1.9
inffol-1537,inf-0078,2026-06-01,남성,50대,comment,2,0.24
inffol-1538,inf-0078,2026-06-01,여성,20대,comment,9,1.07
inffol-1539,inf-0078,2026-06-01,여성,30대,comment,21,2.49
inffol-1540,inf-0078,2026-06-01,여성,40대,comment,7,0.83
inffol-1541,inf-0078,2026-06-01,여성,50대,comment,1,0.12
inffol-1542,inf-0079,2026-06-01,남성,20대,like,5,10.42
inffol-1543,inf-0079,2026-06-01,남성,30대,like,8,16.67
inffol-1544,inf-0079,2026-06-01,남성,40대,like,2,4.17
inffol-1545,inf-0079,2026-06-01,남성,60대+,like,2,4.17
inffol-1546,inf-0079,2026-06-01,여성,10대,like,1,2.08
inffol-1547,inf-0079,2026-06-01,여성,20대,like,4,8.33
inffol-1548,inf-0079,2026-06-01,여성,30대,like,12,25.0
inffol-1549,inf-0079,2026-06-01,여성,40대,like,3,6.25
inffol-1550,inf-0079,2026-06-01,여성,50대,like,2,4.17
inffol-1551,inf-0079,2026-06-01,여성,60대+,like,1,2.08
inffol-1552,inf-0079,2026-06-01,남성,20대,comment,1,2.08
inffol-1553,inf-0079,2026-06-01,남성,50대,comment,1,2.08
inffol-1554,inf-0079,2026-06-01,여성,20대,comment,1,2.08
inffol-1555,inf-0079,2026-06-01,여성,30대,comment,3,6.25
inffol-1556,inf-0079,2026-06-01,여성,40대,comment,1,2.08
inffol-1557,inf-0079,2026-06-01,여성,50대,comment,1,2.08
inffol-1558,inf-0080,2026-06-01,남성,10대,like,1,0.16
inffol-1559,inf-0080,2026-06-01,남성,20대,like,97,15.13
inffol-1560,inf-0080,2026-06-01,남성,30대,like,115,17.94
inffol-1561,inf-0080,2026-06-01,남성,40대,like,35,5.46
inffol-1562,inf-0080,2026-06-01,남성,50대,like,156,24.34
inffol-1563,inf-0080,2026-06-01,남성,60대+,like,16,2.5
inffol-1564,inf-0080,2026-06-01,여성,10대,like,2,0.31
inffol-1565,inf-0080,2026-06-01,여성,20대,like,28,4.37
inffol-1566,inf-0080,2026-06-01,여성,30대,like,29,4.52
inffol-1567,inf-0080,2026-06-01,여성,40대,like,12,1.87
inffol-1568,inf-0080,2026-06-01,여성,50대,like,35,5.46
inffol-1569,inf-0080,2026-06-01,여성,60대+,like,7,1.09
inffol-1570,inf-0080,2026-06-01,남성,10대,comment,1,0.16
inffol-1571,inf-0080,2026-06-01,남성,20대,comment,20,3.12
inffol-1572,inf-0080,2026-06-01,남성,30대,comment,14,2.18
inffol-1573,inf-0080,2026-06-01,남성,40대,comment,12,1.87
inffol-1574,inf-0080,2026-06-01,남성,50대,comment,25,3.9
inffol-1575,inf-0080,2026-06-01,남성,60대+,comment,5,0.78
inffol-1576,inf-0080,2026-06-01,여성,20대,comment,7,1.09
inffol-1577,inf-0080,2026-06-01,여성,30대,comment,10,1.56
inffol-1578,inf-0080,2026-06-01,여성,40대,comment,7,1.09
inffol-1579,inf-0080,2026-06-01,여성,50대,comment,5,0.78
inffol-1580,inf-0080,2026-06-01,여성,60대+,comment,2,0.31
inffol-1581,inf-0081,2026-06-01,남성,10대,like,2,0.31
inffol-1582,inf-0081,2026-06-01,남성,20대,like,44,6.72
inffol-1583,inf-0081,2026-06-01,남성,30대,like,56,8.55
inffol-1584,inf-0081,2026-06-01,남성,40대,like,18,2.75
inffol-1585,inf-0081,2026-06-01,남성,50대,like,11,1.68
inffol-1586,inf-0081,2026-06-01,남성,60대+,like,8,1.22
inffol-1587,inf-0081,2026-06-01,여성,20대,like,122,18.63
inffol-1588,inf-0081,2026-06-01,여성,30대,like,101,15.42
inffol-1589,inf-0081,2026-06-01,여성,40대,like,26,3.97
inffol-1590,inf-0081,2026-06-01,여성,50대,like,10,1.53
inffol-1591,inf-0081,2026-06-01,여성,60대+,like,7,1.07
inffol-1592,inf-0081,2026-06-01,남성,10대,comment,2,0.31
inffol-1593,inf-0081,2026-06-01,남성,20대,comment,32,4.89
inffol-1594,inf-0081,2026-06-01,남성,30대,comment,28,4.27
inffol-1595,inf-0081,2026-06-01,남성,40대,comment,11,1.68
inffol-1596,inf-0081,2026-06-01,남성,50대,comment,9,1.37
inffol-1597,inf-0081,2026-06-01,남성,60대+,comment,4,0.61
inffol-1598,inf-0081,2026-06-01,여성,20대,comment,72,10.99
inffol-1599,inf-0081,2026-06-01,여성,30대,comment,64,9.77
inffol-1600,inf-0081,2026-06-01,여성,40대,comment,22,3.36
inffol-1601,inf-0081,2026-06-01,여성,50대,comment,1,0.15
inffol-1602,inf-0081,2026-06-01,여성,60대+,comment,5,0.76
inffol-1603,inf-0082,2026-06-01,남성,10대,like,1,1.0
inffol-1604,inf-0082,2026-06-01,남성,20대,like,20,20.0
inffol-1605,inf-0082,2026-06-01,남성,30대,like,2,2.0
inffol-1606,inf-0082,2026-06-01,남성,50대,like,1,1.0
inffol-1607,inf-0082,2026-06-01,남성,60대+,like,5,5.0
inffol-1608,inf-0082,2026-06-01,여성,10대,like,3,3.0
inffol-1609,inf-0082,2026-06-01,여성,20대,like,14,14.0
inffol-1610,inf-0082,2026-06-01,여성,30대,like,4,4.0
inffol-1611,inf-0082,2026-06-01,여성,40대,like,1,1.0
inffol-1612,inf-0082,2026-06-01,여성,50대,like,2,2.0
inffol-1613,inf-0082,2026-06-01,여성,60대+,like,3,3.0
inffol-1614,inf-0082,2026-06-01,남성,10대,comment,3,3.0
inffol-1615,inf-0082,2026-06-01,남성,20대,comment,14,14.0
inffol-1616,inf-0082,2026-06-01,남성,30대,comment,7,7.0
inffol-1617,inf-0082,2026-06-01,남성,40대,comment,1,1.0
inffol-1618,inf-0082,2026-06-01,남성,60대+,comment,3,3.0
inffol-1619,inf-0082,2026-06-01,여성,20대,comment,9,9.0
inffol-1620,inf-0082,2026-06-01,여성,30대,comment,2,2.0
inffol-1621,inf-0082,2026-06-01,여성,40대,comment,2,2.0
inffol-1622,inf-0082,2026-06-01,여성,50대,comment,1,1.0
inffol-1623,inf-0082,2026-06-01,여성,60대+,comment,2,2.0
inffol-1624,inf-0083,2026-06-01,남성,20대,like,9,19.57
inffol-1625,inf-0083,2026-06-01,남성,30대,like,1,2.17
inffol-1626,inf-0083,2026-06-01,남성,50대,like,2,4.35
inffol-1627,inf-0083,2026-06-01,여성,20대,like,4,8.7
inffol-1628,inf-0083,2026-06-01,여성,30대,like,4,8.7
inffol-1629,inf-0083,2026-06-01,여성,40대,like,3,6.52
inffol-1630,inf-0083,2026-06-01,남성,20대,comment,6,13.04
inffol-1631,inf-0083,2026-06-01,남성,30대,comment,6,13.04
inffol-1632,inf-0083,2026-06-01,남성,40대,comment,3,6.52
inffol-1633,inf-0083,2026-06-01,여성,20대,comment,5,10.87
inffol-1634,inf-0083,2026-06-01,여성,30대,comment,1,2.17
inffol-1635,inf-0083,2026-06-01,여성,40대,comment,2,4.35
inffol-1636,inf-0084,2026-06-01,남성,10대,like,34,4.88
inffol-1637,inf-0084,2026-06-01,남성,20대,like,169,24.25
inffol-1638,inf-0084,2026-06-01,남성,30대,like,105,15.06
inffol-1639,inf-0084,2026-06-01,남성,40대,like,46,6.6
inffol-1640,inf-0084,2026-06-01,남성,50대,like,3,0.43
inffol-1641,inf-0084,2026-06-01,남성,60대+,like,1,0.14
inffol-1642,inf-0084,2026-06-01,여성,10대,like,5,0.72
inffol-1643,inf-0084,2026-06-01,여성,20대,like,67,9.61
inffol-1644,inf-0084,2026-06-01,여성,30대,like,33,4.73
inffol-1645,inf-0084,2026-06-01,여성,40대,like,13,1.87
inffol-1646,inf-0084,2026-06-01,남성,10대,comment,23,3.3
inffol-1647,inf-0084,2026-06-01,남성,20대,comment,66,9.47
inffol-1648,inf-0084,2026-06-01,남성,30대,comment,38,5.45
inffol-1649,inf-0084,2026-06-01,남성,40대,comment,27,3.87
